",""COD.IBGE7"",""REGIÃO"",""UF"",""PORTE"",""MUNICÍPIO"",""falha em educaçãoo"",""ANO_FALHA"",""tempofalha"",""serv_esta_med"",""serv_per_cap_med"",""Conselho edu criação"",""idad_Conselho edu"",""Falha_ant_Consel"",""soma contratos"",""NEP"",""Ideologia"",""Arrec_Prop"",""PIBpercapita"",""IDHM"",""tm"",""PERCENT_ganhador"",""TaxadeUrbanizaÁ„o"",""Sul"",""centro_Oeste"",""Sudeste"",""Nordeste"",""Norte"",""POP"",""LN_POP"",""RM"""
"4910,""4314159"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""Paverama"",""0"",""2012"",""12"",""0.8663305456"","" 23.540159"",""1997"",""15"",""0"","" 3"",""1.452787"",""7.88"","" 144.827215"",""  9390.8500"",""0.526"",""0.21892776"",""0.558645"",""0.511000"",""1"",""0"",""0"",""0"",""0"",""   7637"","" 8.940760"",""0"""
"4911,""4314175"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Pedras Altas"",""0"",""2012"",""12"",""0.7602065727"","" 91.460039"",""2007"","" 5"",""0"","" 2"",""1.933472"",""6.26"","" 217.937924"","" 16812.4900"",""0.590"",""0.17912587"",""0.564429"",""0.330000"",""1"",""0"",""0"",""0"",""0"",""      0"","" 0.000000"",""0"""
"4912,""4314209"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""Pedro OsÛrio"",""0"",""2012"",""12"",""0.6545433051"","" 31.993539"",""1991"",""21"",""0"","" 4"",""2.359223"",""3.83"",""  94.048952"",""  8412.2400"",""0.542"",""0.23384280"",""0.611003"",""0.908000"",""1"",""0"",""0"",""0"",""0"",""   7804"","" 8.962392"",""0"""
"4913,""4314308"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""PejuÁara"",""0"",""2012"",""12"",""0.7346953416"","" 56.020974"",""2002"",""10"",""0"","" 1"",""1.000000"",""6.12"","" 253.338003"","" 27055.9600"",""0.739"",""0.09236309"",""0.534021"",""0.653000"",""1"",""0"",""0"",""0"",""0"",""   4250"","" 8.354674"",""0"""
"4914,""4314407"",""4 - Sul"",""43"",""6 - 100001 atÈ 500000"",""Pelotas"",""0"",""2012"",""12"",""0.6767387545"","" 20.116339"",""1972"",""40"",""0"",""15"",""4.638717"",""7.88"","" 186.424185"","" 10386.4800"",""0.646"",""0.18819712"",""0.510111"",""0.932000"",""1"",""0"",""0"",""0"",""0"","" 308361"",""12.639026"",""1"""
"4915,""4314423"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""Picada CafÈ"",""0"",""2012"",""12"",""0.6404203088"","" 28.350262"",""2001"",""11"",""0"","" 6"",""1.768410"",""6.80"","" 518.924018"","" 25912.5000"",""0.563"",""0.09861437"",""0.526804"",""0.921000"",""1"",""0"",""0"",""0"",""0"",""   4138"","" 8.327968"",""0"""
"4916,""4314456"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Pinhal"",""0"",""2012"",""12"",""0.7089101619"","" 53.836060"",""1995"","" 9"",""0"","" 2"",""1.843716"",""4.02"","" 182.068221"","" 17592.5400"",""0.650"",""0.15719504"",""0.542452"",""0.456000"",""1"",""0"",""0"",""0"",""0"",""   2563"","" 7.848934"",""0"""
"4917,""4314464"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Pinhal da Serra"",""0"",""2012"",""12"",""0.8369488961"","" 59.532879"",""2001"",""11"",""0"","" 4"",""1.947741"",""6.12"",""  87.657057"","" 61753.0500"",""0.695"",""0.06233149"",""0.594979"",""0.218000"",""1"",""0"",""0"",""0"",""0"",""      0"","" 0.000000"",""0"""
"4918,""4314472"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Pinhal Grande"",""0"",""2012"",""12"",""0.8538029858"","" 54.099862"",""2002"",""10"",""0"","" 2"",""1.595735"",""7.88"","" 172.723188"","" 24254.5100"",""0.697"",""0.11680795"",""0.521832"",""0.393000"",""1"",""0"",""0"",""0"",""0"",""   4422"","" 8.394347"",""0"""
"4919,""4314498"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Pinheirinho do Vale"",""0"",""2012"",""12"",""0.7334729276"","" 48.305355"",""1999"",""13"",""0"","" 5"",""1.000000"",""4.02"",""  36.940146"","" 11604.3900"",""0.637"",""0.19628031"",""1.000000"",""0.195000"",""1"",""0"",""0"",""0"",""0"",""   4403"","" 8.390041"",""0"""
"4920,""4314506"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""Pinheiro Machado"",""0"",""2012"",""12"",""0.7700070037"","" 39.696893"",""1990"",""22"",""0"","" 6"",""1.693479"",""3.83"","" 173.029313"","" 12007.4500"",""0.777"",""0.21031702"",""0.450253"",""0.745000"",""1"",""0"",""0"",""0"",""0"",""  13307"","" 9.496045"",""0"""
"4921,""4314555"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""PirapÛ"",""0"",""2012"",""12"",""0.8602169630"","" 51.801409"",""1991"",""21"",""0"","" 2"",""1.997403"",""6.12"","" 132.332067"","" 10162.7600"",""0.731"",""0.24128540"",""0.526919"",""0.243000"",""1"",""0"",""0"",""0"",""0"",""   3510"","" 8.163371"",""0"""
"4922,""4314605"",""4 - Sul"",""43"",""4 - 20001 atÈ 50000"",""Piratini"",""0"",""2012"",""12"",""0.7652829305"","" 29.849240"",""1991"",""21"",""0"","" 2"",""1.955088"",""6.26"","" 114.151280"",""  8728.8400"",""0.779"",""0.23281328"",""0.517144"",""0.579000"",""1"",""0"",""0"",""0"",""0"",""  17283"","" 9.757479"",""0"""
"4923,""4314704"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""Planalto"",""0"",""2012"",""12"",""0.8581321022"","" 33.050092"",""1990"",""22"",""0"","" 2"",""1.733053"",""7.88"",""  41.489868"",""  8062.4600"",""0.687"",""0.24228766"",""0.506782"",""0.529000"",""1"",""0"",""0"",""0"",""0"",""  11374"","" 9.339085"",""0"""
"4924,""4314753"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""PoÁo das Antas"",""0"",""2012"",""12"",""0.6524133947"","" 38.305718"",""2003"","" 9"",""0"","" 0"",""1.975834"",""8.02"","" 146.437657"","" 12376.6900"",""0.526"",""0.19507122"",""0.549432"",""0.373000"",""1"",""0"",""0"",""0"",""0"",""   1916"","" 7.557995"",""0"""
"4925,""4314779"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Pont„o"",""0"",""2012"",""12"",""0.6906696880"","" 55.658171"",""1995"",""17"",""0"","" 3"",""1.832029"",""3.55"","" 128.975955"","" 28741.3100"",""0.673"",""0.08573528"",""0.407328"",""0.388000"",""1"",""0"",""0"",""0"",""0"",""   3699"","" 8.215818"",""0"""
"4926,""4314787"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Ponte Preta"",""0"",""2012"",""12"",""0.7329346904"","" 47.119642"",""1993"",""19"",""0"","" 0"",""1.614053"",""3.83"",""  60.256849"","" 13974.9200"",""0.693"",""0.18928874"",""0.400375"",""0.262000"",""1"",""0"",""0"",""0"",""0"",""   2352"","" 7.763021"",""0"""
"4927,""4314803"",""4 - Sul"",""43"",""4 - 20001 atÈ 50000"",""Port„o"",""0"",""2012"",""12"",""0.7046808732"","" 23.640172"",""1991"",""21"",""0"","" 1"",""1.717133"",""6.12"","" 185.923625"","" 19333.6200"",""0.684"",""0.11645660"",""0.550936"",""0.816000"",""1"",""0"",""0"",""0"",""0"",""  23059"",""10.045811"",""1"""
"4928,""4314902"",""4 - Sul"",""43"",""7 - Maior que 500000"",""Porto Alegre"",""0"",""2012"",""12"",""0.7911282637"","" 11.559585"",""1991"",""21"",""0"",""32"",""4.513964"",""6.12"","" 794.519902"","" 25712.6200"",""0.673"",""0.10013944"",""0.521327"",""0.971000"",""1"",""0"",""0"",""0"",""0"",""1298107"",""14.076418"",""1"""
"4929,""4315008"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""Porto Lucena"",""0"",""2012"",""12"",""0.8598513218"","" 29.549793"",""2006"","" 6"",""0"","" 1"",""1.867654"",""6.12"",""  74.912450"",""  8977.1800"",""0.698"",""0.23299642"",""0.532450"",""0.401000"",""1"",""0"",""0"",""0"",""0"",""   7284"","" 8.893435"",""0"""
"4930,""4315057"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Porto Mau·"",""0"",""2012"",""12"",""0.5937602196"","" 44.180943"",""2006"","" 6"",""0"","" 1"",""1.822595"",""7.88"","" 126.991008"","" 10648.9100"",""0.666"",""0.23309238"",""0.513112"",""0.355000"",""1"",""0"",""0"",""0"",""0"",""   2965"","" 7.994632"",""0"""
"4931,""4315073"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Porto Vera Cruz"",""0"",""2012"",""12"",""0.7448802062"","" 53.714447"",""1993"",""19"",""0"","" 0"",""1.968273"",""6.12"","" 119.831490"","" 10530.4400"",""0.685"",""0.25252251"",""0.435313"",""0.230000"",""1"",""0"",""0"",""0"",""0"",""   2745"","" 7.917536"",""0"""
"4932,""4315107"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""Porto Xavier"",""0"",""2012"",""12"",""0.8761872951"","" 28.084559"",""2007"","" 5"",""0"","" 3"",""1.948590"",""7.88"","" 111.095647"","" 21138.9500"",""0.659"",""0.08983315"",""0.542931"",""0.497000"",""1"",""0"",""0"",""0"",""0"",""  11331"","" 9.335298"",""0"""
"4933,""4315131"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Pouso Novo"",""0"",""2012"",""12"",""0.6474425676"","" 57.652350"",""2001"",""11"",""0"","" 1"",""1.798133"",""6.80"","" 287.081192"","" 15695.1600"",""0.720"",""0.17238963"",""0.575722"",""0.292000"",""1"",""0"",""0"",""0"",""0"",""   2197"","" 7.694848"",""0"""
"4934,""4315149"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Presidente Lucena"",""0"",""2012"",""12"",""0.7428892255"","" 42.177294"",""2011"","" 0"",""1"","" 1"",""1.461148"",""4.02"",""  82.057870"","" 13911.1100"",""0.591"",""0.19555840"",""0.630264"",""0.482000"",""1"",""0"",""0"",""0"",""0"",""   2064"","" 7.632401"",""0"""
"4935,""4315156"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""Progresso"",""0"",""2012"",""12"",""0.6929524268"","" 24.692639"",""2001"",""11"",""0"","" 0"",""1.695006"",""7.88"",""  85.813988"","" 11507.9600"",""0.743"",""0.18383304"",""0.500650"",""0.290000"",""1"",""0"",""0"",""0"",""0"",""   6514"","" 8.781709"",""0"""
"4936,""4315172"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Prot·sio Alves"",""0"",""2012"",""12"",""0.8142000313"","" 43.383911"",""1991"",""21"",""0"","" 1"",""1.716634"",""6.12"",""  56.128828"","" 13800.2100"",""0.690"",""0.18382679"",""0.625121"",""0.198000"",""1"",""0"",""0"",""0"",""0"",""   2205"","" 7.698483"",""0"""
"4937,""4315206"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Putinga"",""0"",""2012"",""12"",""0.7521393101"","" 37.958291"",""2014"","" 0"",""1"","" 1"",""1.870872"",""7.88"","" 141.836465"","" 14882.6900"",""0.617"",""0.15830005"",""0.564741"",""0.350000"",""1"",""0"",""0"",""0"",""0"",""   4871"","" 8.491055"",""0"""
"4938,""4315305"",""4 - Sul"",""43"",""4 - 20001 atÈ 50000"",""QuaraÌ"",""0"",""2012"",""12"",""0.5153169716"","" 24.278420"",""1995"",""17"",""0"","" 5"",""1.112225"",""6.12"",""  56.100089"",""  9587.8900"",""0.683"",""0.18763111"",""0.439244"",""0.916000"",""1"",""0"",""0"",""0"",""0"",""  23446"",""10.062455"",""0"""
"4939,""4315313"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Quatro Irm„os"",""0"",""2012"",""12"",""0.8038100506"","" 54.085311"",""2001"",""11"",""0"","" 1"",""1.874163"",""7.88"","" 207.096977"","" 22469.7900"",""0.791"",""0.12249418"",""0.465419"",""0.488000"",""1"",""0"",""0"",""0"",""0"",""      0"","" 0.000000"",""0"""
"4940,""4315321"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Quevedos"",""0"",""2012"",""12"",""0.8430970754"","" 56.752186"",""1996"",""16"",""0"","" 1"",""1.750000"",""7.88"","" 339.927027"","" 21242.7000"",""0.544"",""0.12825392"",""0.529613"",""0.269000"",""1"",""0"",""0"",""0"",""0"",""   2589"","" 7.859027"",""0"""
"4941,""4315354"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Quinze de Novembro"",""0"",""2012"",""12"",""0.7712708517"","" 38.056707"",""1991"",""21"",""0"","" 7"",""1.543564"",""6.12"","" 181.019125"","" 24503.0000"",""0.552"",""0.10240257"",""1.000000"",""0.524000"",""1"",""0"",""0"",""0"",""0"",""   3563"","" 8.178358"",""0"""
"4942,""4315404"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""Redentora"",""0"",""2012"",""12"",""0.6135345489"","" 31.700671"",""2008"","" 4"",""0"","" 3"",""1.889392"",""6.12"",""  76.412513"",""  6438.3000"",""0.629"",""0.29301627"",""0.512794"",""0.314000"",""1"",""0"",""0"",""0"",""0"",""   8352"","" 9.030256"",""0"""
"4943,""4315453"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Relvado"",""0"",""2012"",""12"",""0.0101152169"","" 40.012915"",""1991"",""21"",""0"","" 5"",""1.849864"",""6.12"",""  83.601581"","" 10983.1200"",""0.579"",""0.23710515"",""0.605703"",""0.322000"",""1"",""0"",""0"",""0"",""0"",""   2338"","" 7.757051"",""0"""
"4944,""4315503"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""Restinga Seca"",""0"",""2012"",""12"",""0.3462548556"","" 22.338504"",""1990"",""22"",""0"","" 6"",""1.847960"",""6.12"","" 128.058930"","" 13874.7000"",""0.636"",""0.15075943"",""0.473019"",""0.564000"",""1"",""0"",""0"",""0"",""0"",""  15688"","" 9.660651"",""0"""
"4945,""4315552"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Rio dos Õndios"",""0"",""2012"",""12"",""0.8564144338"","" 50.118224"",""1997"",""15"",""0"","" 1"",""1.937709"",""4.02"","" 131.896834"","" 10649.0200"",""0.602"",""0.23172351"",""0.569763"",""0.164000"",""1"",""0"",""0"",""0"",""0"",""   5316"","" 8.578476"",""0"""
"4946,""4315602"",""4 - Sul"",""43"",""6 - 100001 atÈ 500000"",""Rio Grande"",""0"",""2012"",""12"",""0.7786621088"","" 17.979050"",""1991"",""21"",""0"","" 4"",""1.945196"",""6.12"","" 331.869987"","" 27624.0200"",""0.749"",""0.06409677"",""0.537922"",""0.961000"",""1"",""0"",""0"",""0"",""0"","" 179711"",""12.099105"",""1"""
"4947,""4315701"",""4 - Sul"",""43"",""4 - 20001 atÈ 50000"",""Rio Pardo"",""0"",""2012"",""12"",""0.1578039330"","" 17.342145"",""1997"",""15"",""0"","" 7"",""1.927962"",""6.80"","" 121.454822"","" 11077.3800"",""0.624"",""0.16654029"",""0.540041"",""0.688000"",""1"",""0"",""0"",""0"",""0"",""  37829"",""10.540831"",""0"""
"4948,""4315750"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Riozinho"",""0"",""2012"",""12"",""0.8947611181"","" 43.560902"",""2007"","" 5"",""0"","" 4"",""1.779969"",""3.55"","" 225.728334"","" 11153.7200"",""0.714"",""0.22674337"",""0.465858"",""0.624000"",""1"",""0"",""0"",""0"",""0"",""   3776"","" 8.236421"",""0"""
"4949,""4315800"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""Roca Sales"",""0"",""2012"",""12"",""0.7182944758"","" 23.450385"",""1997"",""15"",""0"","" 3"",""2.526906"",""6.80"","" 134.501368"","" 22016.8400"",""0.651"",""0.09515566"",""0.503673"",""0.604000"",""1"",""0"",""0"",""0"",""0"",""   8942"","" 9.098515"",""0"""
"4950,""4315909"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""Rodeio Bonito"",""0"",""2012"",""12"",""0.8097594943"","" 49.537573"",""1978"",""34"",""0"","" 6"",""1.696381"",""4.02"",""  92.624317"","" 10493.4500"",""0.668"",""0.20301043"",""1.000000"",""0.495000"",""1"",""0"",""0"",""0"",""0"",""   5506"","" 8.613594"",""0"""
"4951,""4315958"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Rolador"",""0"",""2012"",""12"",""0.7705300559"","" 41.688904"",""2002"",""10"",""0"","" 0"",""1.865672"",""3.55"","" 393.110758"","" 15243.4800"",""0.739"",""0.16269080"",""0.563693"",""0.108000"",""1"",""0"",""0"",""0"",""0"",""      0"","" 0.000000"",""0"""
"4952,""4316006"",""4 - Sul"",""43"",""4 - 20001 atÈ 50000"",""Rolante"",""0"",""2012"",""12"",""0.0415185615"","" 22.577135"",""2007"","" 5"",""0"","" 9"",""1.000000"",""6.12"",""  94.454886"",""  9971.0400"",""0.700"",""0.20011239"",""0.503605"",""0.767000"",""1"",""0"",""0"",""0"",""0"",""  17134"","" 9.748820"",""0"""
"4953,""4316105"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""Ronda Alta"",""0"",""2012"",""12"",""0.7382059281"","" 21.829572"",""2014"","" 0"",""1"","" 2"",""1.914242"",""7.88"","" 175.141573"","" 14167.4000"",""0.764"",""0.14327505"",""0.529949"",""0.544000"",""1"",""0"",""0"",""0"",""0"",""  11363"","" 9.338118"",""0"""
"4954,""4316204"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""Rondinha"",""0"",""2012"",""12"",""0.6004882963"","" 33.204828"",""1991"",""21"",""0"","" 2"",""1.821617"",""7.88"","" 260.288925"","" 16193.2200"",""0.640"",""0.13683375"",""0.559233"",""0.392000"",""1"",""0"",""0"",""0"",""0"",""   6522"","" 8.782936"",""0"""
"4955,""4316303"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""Roque Gonzales"",""0"",""2012"",""12"",""0.8332627504"","" 36.165233"",""1990"",""22"",""0"","" 2"",""1.851593"",""7.88"","" 497.318950"","" 11735.4900"",""0.619"",""0.18173561"",""0.613263"",""0.374000"",""1"",""0"",""0"",""0"",""0"",""   8000"","" 8.987197"",""0"""
"4956,""4316402"",""4 - Sul"",""43"",""4 - 20001 atÈ 50000"",""Ros·rio do Sul"",""0"",""2012"",""12"",""0.7855041050"","" 23.711627"",""2005"","" 7"",""0"","" 2"",""2.181248"",""3.55"","" 128.583365"","" 11404.0800"",""0.650"",""0.16619442"",""0.529510"",""0.883000"",""1"",""0"",""0"",""0"",""0"",""  41252"",""10.627455"",""0"""
"4957,""4316428"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Sagrada FamÌlia"",""0"",""2012"",""12"",""0.6624861676"","" 49.961351"",""2001"",""11"",""0"","" 1"",""1.986402"",""3.83"","" 161.339062"","" 10526.9500"",""0.730"",""0.22286481"",""0.669027"",""0.268000"",""1"",""0"",""0"",""0"",""0"",""   2793"","" 7.934872"",""0"""
"4958,""4316436"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Saldanha Marinho"",""0"",""2012"",""12"",""0.8382663837"","" 63.597659"",""1997"",""15"",""0"","" 1"",""1.999153"",""6.12"","" 485.550956"","" 22469.5600"",""0.751"",""0.12122996"",""0.478452"",""0.636000"",""1"",""0"",""0"",""0"",""0"",""   3242"","" 8.083946"",""0"""
"4959,""4316451"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""Salto do JacuÌ"",""0"",""2012"",""12"",""0.7863587770"","" 42.028419"",""1992"",""20"",""0"","" 4"",""2.355336"",""6.12"","" 248.262584"","" 13730.4900"",""0.718"",""0.16965658"",""0.512330"",""0.842000"",""1"",""0"",""0"",""0"",""0"",""  12651"","" 9.445492"",""0"""
"4960,""4316477"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Salvador das Missıes"",""0"",""2012"",""12"",""0.6499226266"","" 43.939320"",""2005"","" 7"",""0"","" 4"",""1.483871"",""7.88"","" 724.392463"","" 20826.9100"",""0.740"",""0.13518151"",""0.510029"",""0.391000"",""1"",""0"",""0"",""0"",""0"",""   2844"","" 7.952967"",""0"""
"4961,""4316501"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""Salvador do Sul"",""0"",""2012"",""12"",""0.8878019398"","" 38.407233"",""1990"",""22"",""0"","" 0"",""1.737990"",""3.84"","" 174.313504"","" 20313.5000"",""0.608"",""0.11974320"",""0.558315"",""0.556000"",""1"",""0"",""0"",""0"",""0"",""   6578"","" 8.791486"",""0"""
"4962,""4316600"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""Sananduva"",""0"",""2012"",""12"",""0.7466883446"","" 28.293205"",""2003"","" 9"",""0"","" 1"",""1.852073"",""6.12"","" 192.340651"","" 18905.2300"",""0.736"",""0.11494411"",""0.541585"",""0.661000"",""1"",""0"",""0"",""0"",""0"",""  14888"","" 9.608311"",""0"""
"4963,""4316709"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""Santa B·rbara do Sul"",""0"",""2012"",""12"",""0.7106202556"","" 42.063250"",""1997"",""15"",""0"","" 0"",""1.911143"",""7.88"","" 245.277163"","" 28689.6300"",""0.627"",""0.07795024"",""0.506583"",""0.781000"",""1"",""0"",""0"",""0"",""0"",""  10102"","" 9.220489"",""0"""
"4964,""4316733"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Santa CecÌlia do Sul"",""0"",""2012"",""12"",""0.7199458509"","" 52.494311"",""2002"",""10"",""0"","" 1"",""1.940263"",""6.12"",""  81.105826"","" 18580.1400"",""0.725"",""0.13783520"",""0.565269"",""0.261000"",""1"",""0"",""0"",""0"",""0"",""      0"","" 0.000000"",""0"""
"4965,""4316758"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""Santa Clara do Sul"",""0"",""2012"",""12"",""0.0827812261"","" 33.065759"",""1997"",""15"",""0"","" 4"",""1.970980"",""6.12"","" 148.872505"","" 12671.2000"",""0.733"",""0.16474915"",""0.508673"",""0.459000"",""1"",""0"",""0"",""0"",""0"",""   4620"","" 8.438150"",""0"""
"4966,""4316808"",""4 - Sul"",""43"",""6 - 100001 atÈ 500000"",""Santa Cruz do Sul"",""0"",""2012"",""12"",""0.7554687347"","" 23.342320"",""2007"","" 5"",""0"","" 0"",""2.102081"",""6.80"","" 262.537073"","" 27128.7000"",""0.773"",""0.07533065"",""0.519910"",""0.879000"",""1"",""0"",""0"",""0"",""0"","" 102744"",""11.539996"",""0"""
"4967,""4316907"",""4 - Sul"",""43"",""6 - 100001 atÈ 500000"",""Santa Maria"",""1"",""2004"","" 4"",""0.7549208457"","" 14.444872"",""2005"","" 7"",""0"","" 1"",""3.475943"",""1.89"","" 215.707433"",""  5163.3496"",""0.715"",""0.14760978"",""0.330845"",""0.947000"",""1"",""0"",""0"",""0"",""0"","" 230615"",""12.348505"",""0"""
"4968,""4316956"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""Santa Maria do Herval"",""0"",""2012"",""12"",""0.8715680347"","" 35.952003"",""2001"","" 1"",""0"","" 8"",""1.877897"",""7.88"","" 158.559316"","" 15283.3800"",""0.676"",""0.16262080"",""0.381823"",""0.716000"",""1"",""0"",""0"",""0"",""0"",""   5618"","" 8.633731"",""0"""
"4969,""4316972"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Santa Margarida do Sul"",""0"",""2012"",""12"",""0.7850897760"","" 75.519817"",""1989"",""23"",""0"",""25"",""1.864916"",""4.02"",""  84.112431"","" 30861.7200"",""0.663"",""0.09535396"",""0.558872"",""0.257000"",""1"",""0"",""0"",""0"",""0"",""      0"","" 0.000000"",""0"""
"4970,""4317004"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""Santana da Boa Vista"",""0"",""2012"",""12"",""0.7310922282"","" 46.733149"",""-"","" 0"",""1"","" 5"",""2.809505"",""6.80"","" 134.092936"",""  8952.5900"",""0.633"",""0.23837055"",""0.509117"",""0.448000"",""1"",""0"",""0"",""0"",""0"",""   8594"","" 9.058820"",""0"""
"4971,""4317103"",""4 - Sul"",""43"",""5 - 50001 atÈ 100000"",""Santana do Livramento"",""0"",""2012"",""12"",""0.7279621547"","" 19.673437"",""1991"",""11"",""0"","" 3"",""2.664173"",""3.55"","" 275.445346"","" 10484.3100"",""0.621"",""0.21262627"",""0.512897"",""0.902000"",""1"",""0"",""0"",""0"",""0"",""  87835"",""11.383215"",""0"""
"4972,""4317202"",""4 - Sul"",""43"",""5 - 50001 atÈ 100000"",""Santa Rosa"",""0"",""2012"",""12"",""0.8655905014"","" 19.054393"",""2005"","" 0"",""1"","" 1"",""2.538813"",""3.83"","" 312.561472"","" 19375.7000"",""0.769"",""0.11573018"",""0.521378"",""0.876000"",""1"",""0"",""0"",""0"",""0"",""  64221"",""11.070086"",""0"""
"4973,""4317251"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Santa Tereza"",""0"",""2012"",""12"",""0.8294678070"","" 46.581920"",""1991"",""21"",""0"","" 5"",""1.746421"",""6.26"",""  84.347213"","" 11326.5400"",""0.746"",""0.21786808"",""0.552083"",""0.363000"",""1"",""0"",""0"",""0"",""0"",""   1928"","" 7.564238"",""1"""
"4974,""4317301"",""4 - Sul"",""43"",""4 - 20001 atÈ 50000"",""Santa VitÛria do Palmar"",""0"",""2012"",""12"",""0.6460970387"","" 44.053273"",""2009"","" 3"",""0"","" 6"",""1.267497"",""3.83"","" 202.441054"","" 12741.2000"",""0.712"",""0.16423845"",""0.682386"",""0.871000"",""1"",""0"",""0"",""0"",""0"",""  30756"",""10.333840"",""0"""
"4975,""4317400"",""4 - Sul"",""43"",""5 - 50001 atÈ 100000"",""Santiago"",""0"",""2012"",""12"",""0.7910694356"","" 22.523729"",""2002"",""10"",""0"","" 2"",""2.013697"",""7.88"","" 187.660123"",""  9324.7400"",""0.728"",""0.20434687"",""0.503837"",""0.908000"",""1"",""0"",""0"",""0"",""0"",""  51514"",""10.849609"",""0"""
"4976,""4317509"",""4 - Sul"",""43"",""5 - 50001 atÈ 100000"",""Santo ¬ngelo"",""0"",""2012"",""12"",""0.7526467566"","" 20.379565"",""2002"",""10"",""0"",""11"",""1.584505"",""4.02"","" 238.759779"","" 13982.9700"",""0.620"",""0.13079371"",""0.628717"",""0.852000"",""1"",""0"",""0"",""0"",""0"",""  76167"",""11.240684"",""0"""
"4977,""4317558"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Santo AntÙnio do Palma"",""0"",""2012"",""12"",""0.6398913806"","" 41.487353"",""1991"",""21"",""0"","" 1"",""1.908467"",""3.83"","" 120.550433"","" 15859.1900"",""0.716"",""0.14872818"",""0.517101"",""0.284000"",""1"",""0"",""0"",""0"",""0"",""   2229"","" 7.709308"",""0"""
"4978,""4317608"",""4 - Sul"",""43"",""4 - 20001 atÈ 50000"",""Santo AntÙnio da Patrulha"",""0"",""2012"",""12"",""0.7572767689"","" 27.328652"",""2002"",""10"",""0"","" 5"",""1.875990"",""6.12"","" 258.579189"","" 11748.9700"",""0.718"",""0.17761714"",""0.599483"",""0.699000"",""1"",""0"",""0"",""0"",""0"",""  34438"",""10.446916"",""1"""
"4979,""4317707"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""Santo AntÙnio das Missıes"",""0"",""2012"",""12"",""0.7296373807"","" 38.805734"",""1970"",""42"",""0"","" 1"",""1.836451"",""4.02"",""         NA"","" 12092.8100"",""0.723"",""0.18244046"",""0.565617"",""0.580000"",""1"",""0"",""0"",""0"",""0"",""  13300"","" 9.495519"",""0"""
