",""COD.IBGE7"",""REGIÃO"",""UF"",""PORTE"",""MUNICÍPIO"",""falha em educaçãoo"",""ANO_FALHA"",""tempofalha"",""serv_esta_med"",""serv_per_cap_med"",""Conselho edu criação"",""idad_Conselho edu"",""Falha_ant_Consel"",""soma contratos"",""NEP"",""Ideologia"",""Arrec_Prop"",""PIBpercapita"",""IDHM"",""tm"",""PERCENT_ganhador"",""TaxadeUrbanizaÁ„o"",""Sul"",""centro_Oeste"",""Sudeste"",""Nordeste"",""Norte"",""POP"",""LN_POP"",""RM"""
"4980,""4317756"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Santo AntÙnio do Planalto"",""0"",""2012"",""12"",""0.7686564237"","" 69.929198"",""2014"","" 0"",""1"","" 3"",""1.808416"",""4.02"","" 406.497487"","" 26566.3400"",""0.570"",""0.12953933"",""0.540462"",""0.569000"",""1"",""0"",""0"",""0"",""0"",""   2064"","" 7.632401"",""0"""
"4981,""4317806"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""Santo Augusto"",""0"",""2012"",""12"",""0.8574149757"","" 29.074642"",""1991"",""21"",""0"","" 7"",""1.874446"",""7.88"","" 183.787682"","" 16163.6700"",""0.738"",""0.13159577"",""0.546370"",""0.786000"",""1"",""0"",""0"",""0"",""0"",""  15076"","" 9.620859"",""0"""
"4982,""4317905"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""Santo Cristo"",""0"",""2012"",""12"",""0.8469699603"","" 23.578034"",""1997"",""15"",""0"","" 1"",""1.882208"",""3.83"","" 208.981738"","" 20006.6000"",""0.626"",""0.10554987"",""0.598584"",""0.497000"",""1"",""0"",""0"",""0"",""0"",""  15161"","" 9.626482"",""0"""
"4983,""4317954"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Santo Expedito do Sul"",""0"",""2012"",""12"",""0.8116931848"","" 61.576557"",""2007"","" 5"",""0"","" 1"",""1.930931"",""6.80"",""  35.569251"","" 16052.4200"",""0.657"",""0.15515260"",""0.546651"",""0.309000"",""1"",""0"",""0"",""0"",""0"",""   2710"","" 7.904704"",""0"""
"4984,""4318002"",""4 - Sul"",""43"",""5 - 50001 atÈ 100000"",""S„o Borja"",""0"",""2012"",""12"",""0.7069747497"","" 24.233722"",""1991"",""21"",""0"",""15"",""2.239563"",""4.02"","" 171.153474"","" 16027.3100"",""0.572"",""0.12816155"",""0.589787"",""0.885000"",""1"",""0"",""0"",""0"",""0"",""  63757"",""11.062834"",""0"""
"4985,""4318051"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""S„o Domingos do Sul"",""0"",""2012"",""12"",""0.7169115339"","" 30.528034"",""2003"","" 9"",""0"","" 0"",""1.987687"",""7.88"","" 113.947999"","" 11658.7000"",""0.616"",""0.17443646"",""0.507822"",""0.563000"",""1"",""0"",""0"",""0"",""0"",""   2806"","" 7.939515"",""0"""
"4986,""4318101"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""S„o Francisco de Assis"",""0"",""2012"",""12"",""0.6684339811"","" 32.335648"",""1997"",""15"",""0"","" 2"",""1.985602"",""7.88"","" 123.030051"",""  9591.1000"",""0.485"",""0.19667830"",""0.522709"",""0.689000"",""1"",""0"",""0"",""0"",""0"",""  20603"","" 9.933192"",""0"""
"4987,""4318200"",""4 - Sul"",""43"",""4 - 20001 atÈ 50000"",""S„o Francisco de Paula"",""0"",""2012"",""12"",""0.0039331367"","" 25.430583"",""2007"","" 5"",""0"",""13"",""1.971681"",""3.83"","" 190.899669"","" 12290.5100"",""0.688"",""0.16485844"",""0.617768"",""0.621000"",""1"",""0"",""0"",""0"",""0"",""  18562"","" 9.828872"",""0"""
"4988,""4318309"",""4 - Sul"",""43"",""5 - 50001 atÈ 100000"",""S„o Gabriel"",""0"",""2012"",""12"",""0.6357366347"","" 23.584501"",""2002"",""10"",""0"","" 8"",""1.881327"",""4.02"","" 143.832559"","" 11909.5700"",""0.592"",""0.15138755"",""0.532957"",""0.885000"",""1"",""0"",""0"",""0"",""0"",""  61131"",""11.020774"",""0"""
"4989,""4318408"",""4 - Sul"",""43"",""4 - 20001 atÈ 50000"",""S„o JerÙnimo"",""0"",""2012"",""12"",""0.6887877041"","" 21.945891"",""2009"","" 3"",""0"","" 4"",""3.435119"",""7.88"","" 148.572662"","" 13038.7500"",""0.637"",""0.15378088"",""0.521945"",""0.766000"",""1"",""0"",""0"",""0"",""0"",""  19481"","" 9.877195"",""1"""
"4990,""4318424"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""S„o Jo„o da Urtiga"",""0"",""2012"",""12"",""0.7387904313"","" 33.724717"",""2003"","" 9"",""0"","" 1"",""1.512315"",""4.02"","" 169.614602"","" 11819.5800"",""0.694"",""0.17010115"",""0.540600"",""0.431000"",""1"",""0"",""0"",""0"",""0"",""   4865"","" 8.489822"",""0"""
"4991,""4318432"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""S„o Jo„o do PolÍsine"",""0"",""2012"",""12"",""0.7892090839"","" 41.342580"",""2007"","" 5"",""0"","" 3"",""1.854909"",""7.88"","" 179.317457"","" 12124.8500"",""0.608"",""0.19774407"",""0.513067"",""0.419000"",""1"",""0"",""0"",""0"",""0"",""   2605"","" 7.865188"",""0"""
"4992,""4318440"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""S„o Jorge"",""0"",""2012"",""12"",""0.8502859730"","" 33.328051"",""1991"",""21"",""0"","" 2"",""2.826190"",""6.12"",""  56.583422"","" 17483.7600"",""0.722"",""0.13972743"",""0.592617"",""0.488000"",""1"",""0"",""0"",""0"",""0"",""   2899"","" 7.972121"",""0"""
"4993,""4318457"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""S„o JosÈ das Missıes"",""0"",""2012"",""12"",""0.6828893253"","" 48.176034"",""2010"","" 2"",""0"","" 2"",""1.701436"",""7.88"",""  31.905568"",""  9299.6900"",""0.713"",""0.25283279"",""0.423698"",""0.271000"",""1"",""0"",""0"",""0"",""0"",""   3147"","" 8.054205"",""0"""
"4994,""4318465"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""S„o JosÈ do Herval"",""0"",""2012"",""12"",""0.7587445562"","" 42.447438"",""2001"",""11"",""0"","" 2"",""1.970842"",""6.12"","" 258.344013"",""  8999.4100"",""0.707"",""0.27484351"",""0.479805"",""0.328000"",""1"",""0"",""0"",""0"",""0"",""   2522"","" 7.832808"",""0"""
"4995,""4318481"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""S„o JosÈ do HortÍncio"",""0"",""2012"",""12"",""0.8611489006"","" 29.743437"",""1991"",""21"",""0"","" 1"",""1.852300"",""8.02"","" 144.630745"","" 13945.4400"",""0.747"",""0.16299882"",""0.419228"",""0.617000"",""1"",""0"",""0"",""0"",""0"",""   3153"","" 8.056110"",""0"""
"4996,""4318499"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""S„o JosÈ do Inhacor·"",""0"",""2012"",""12"",""0.8154384063"","" 55.226454"",""1993"",""19"",""0"","" 0"",""1.466301"",""6.12"","" 233.593717"","" 13161.4000"",""0.552"",""0.20423967"",""0.565074"",""0.331000"",""1"",""0"",""0"",""0"",""0"",""   2456"","" 7.806289"",""0"""
"4997,""4318507"",""4 - Sul"",""43"",""4 - 20001 atÈ 50000"",""S„o JosÈ do Norte"",""0"",""2012"",""12"",""0.8271222409"","" 25.081607"",""1991"",""21"",""0"","" 5"",""2.326867"",""6.26"","" 143.327396"",""  7502.0200"",""0.755"",""0.24909265"",""0.624820"",""0.751000"",""1"",""0"",""0"",""0"",""0"",""  22965"",""10.041727"",""1"""
"4998,""4318606"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""S„o JosÈ do Ouro"",""0"",""2012"",""12"",""0.7924909476"","" 32.298657"",""1992"",""20"",""0"","" 2"",""1.910379"",""7.88"",""  83.406140"","" 17555.3600"",""0.573"",""0.11958671"",""0.598179"",""0.628000"",""1"",""0"",""0"",""0"",""0"",""   7016"","" 8.855949"",""0"""
"4999,""4318614"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""S„o JosÈ do Sul"",""0"",""2012"",""12"",""0.7856327270"","" 54.036161"",""2010"","" 2"",""0"","" 2"",""1.000000"",""7.88"","" 101.424147"","" 11881.0700"",""0.660"",""0.22484673"",""0.569546"",""0.283000"",""1"",""0"",""0"",""0"",""0"",""      0"","" 0.000000"",""0"""
"5000,""4318622"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""S„o JosÈ dos Ausentes"",""0"",""2012"",""12"",""0.6062690850"","" 50.477085"",""2001"",""11"",""0"","" 2"",""1.872180"",""6.12"","" 382.021172"","" 18559.0100"",""0.557"",""0.13573698"",""0.555922"",""0.550000"",""1"",""0"",""0"",""0"",""0"",""   3106"","" 8.041091"",""0"""
"5001,""4318705"",""4 - Sul"",""43"",""6 - 100001 atÈ 500000"",""S„o Leopoldo"",""0"",""2012"",""12"",""0.7744283291"","" 18.973424"",""1972"",""40"",""0"","" 7"",""1.292032"",""3.83"","" 356.137797"","" 13962.4900"",""0.759"",""0.15064881"",""0.577858"",""0.997000"",""1"",""0"",""0"",""0"",""0"","" 183786"",""12.121527"",""1"""
"5002,""4318804"",""4 - Sul"",""43"",""4 - 20001 atÈ 50000"",""S„o LourenÁo do Sul"",""0"",""2012"",""12"",""0.7334962375"","" 30.794792"",""1989"",""23"",""0"","" 9"",""1.457355"",""3.83"","" 172.741887"","" 11130.1600"",""0.755"",""0.18942911"",""0.566299"",""0.547000"",""1"",""0"",""0"",""0"",""0"",""  42738"",""10.662844"",""0"""
"5003,""4318903"",""4 - Sul"",""43"",""4 - 20001 atÈ 50000"",""S„o Luiz Gonzaga"",""0"",""2012"",""12"",""0.8427055191"","" 25.722262"",""1994"",""18"",""0"","" 3"",""2.180160"",""6.26"","" 179.905611"","" 12970.4500"",""0.641"",""0.14826845"",""0.616805"",""0.878000"",""1"",""0"",""0"",""0"",""0"",""  39761"",""10.590642"",""0"""
"5004,""4319000"",""4 - Sul"",""43"",""4 - 20001 atÈ 50000"",""S„o Marcos"",""0"",""2012"",""12"",""0.8809464505"","" 26.510121"",""2004"","" 8"",""0"","" 4"",""1.831971"",""6.12"","" 252.931848"","" 13909.4900"",""0.726"",""0.15781983"",""0.455373"",""0.852000"",""1"",""0"",""0"",""0"",""0"",""  17822"","" 9.788189"",""1"""
"5005,""4319109"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""S„o Martinho"",""0"",""2012"",""12"",""0.8065772689"","" 41.609287"",""1991"",""21"",""0"","" 1"",""1.999525"",""7.88"","" 177.228950"","" 13687.2800"",""0.742"",""0.16706432"",""0.653096"",""0.522000"",""1"",""0"",""0"",""0"",""0"",""   6586"","" 8.792701"",""0"""
"5006,""4319125"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""S„o Martinho da Serra"",""0"",""2012"",""12"",""0.7094959211"","" 34.003263"",""1997"",""15"",""0"","" 2"",""1.669967"",""7.88"","" 107.370931"","" 20956.5400"",""0.735"",""0.10715739"",""0.509014"",""0.264000"",""1"",""0"",""0"",""0"",""0"",""   3174"","" 8.062748"",""0"""
"5007,""4319158"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""S„o Miguel das Missıes"",""0"",""2012"",""12"",""0.7925677808"","" 38.471496"",""1991"",""21"",""0"","" 4"",""1.816231"",""7.88"","" 172.052886"","" 21549.4300"",""0.548"",""0.09500689"",""0.523998"",""0.479000"",""1"",""0"",""0"",""0"",""0"",""   7427"","" 8.912877"",""0"""
"5008,""4319208"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""S„o Nicolau"",""0"",""2012"",""12"",""0.6997375372"","" 47.205371"",""1991"",""21"",""0"","" 2"",""1.960851"",""6.12"","" 125.493749"",""  9414.2900"",""0.693"",""0.22135871"",""0.526287"",""0.644000"",""1"",""0"",""0"",""0"",""0"",""   6392"","" 8.762802"",""0"""
"5009,""4319307"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""S„o Paulo das Missıes"",""0"",""2012"",""12"",""0.8688057028"","" 34.571046"",""2006"","" 6"",""0"","" 2"",""1.949138"",""6.26"","" 126.909004"","" 10976.5400"",""0.521"",""0.19463869"",""0.650644"",""0.316000"",""1"",""0"",""0"",""0"",""0"",""   7529"","" 8.926518"",""0"""
"5010,""4319356"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""S„o Pedro da Serra"",""0"",""2012"",""12"",""0.8091617301"","" 45.971813"",""2013"","" 0"",""1"","" 0"",""2.296939"",""6.80"","" 221.166948"",""  8507.5400"",""0.674"",""0.29405101"",""0.456661"",""0.461000"",""1"",""0"",""0"",""0"",""0"",""   2533"","" 7.837160"",""0"""
"5011,""4319364"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""S„o Pedro das Missıes"",""0"",""2012"",""12"",""0.5149388953"","" 90.114277"",""2010"","" 2"",""0"","" 1"",""1.573280"",""3.83"",""  44.550328"","" 11956.4700"",""0.734"",""0.23484414"",""0.509982"",""0.220000"",""1"",""0"",""0"",""0"",""0"",""      0"","" 0.000000"",""0"""
"5012,""4319372"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""S„o Pedro do Buti·"",""0"",""2012"",""12"",""0.8111757518"","" 40.069182"",""1993"",""19"",""0"","" 4"",""1.000000"",""4.02"","" 407.401471"","" 20813.1200"",""0.683"",""0.13247802"",""0.612286"",""0.379000"",""1"",""0"",""0"",""0"",""0"",""   2967"","" 7.995307"",""0"""
"5013,""4319406"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""S„o Pedro do Sul"",""0"",""2012"",""12"",""0.8867851596"","" 28.602947"",""1994"",""18"",""0"","" 8"",""1.921681"",""3.83"","" 158.686724"","" 10583.0100"",""0.703"",""0.19960093"",""0.580781"",""0.714000"",""1"",""0"",""0"",""0"",""0"",""  16701"","" 9.723224"",""0"""
"5014,""4319505"",""4 - Sul"",""43"",""4 - 20001 atÈ 50000"",""S„o Sebasti„o do CaÌ"",""0"",""2012"",""12"",""0.7339044603"","" 26.397101"",""1993"",""19"",""0"","" 8"",""1.883064"",""6.12"","" 211.831891"","" 15581.0300"",""0.581"",""0.14095157"",""0.502237"",""0.800000"",""1"",""0"",""0"",""0"",""0"",""  19674"","" 9.887053"",""0"""
"5015,""4319604"",""4 - Sul"",""43"",""4 - 20001 atÈ 50000"",""S„o SepÈ"",""0"",""2012"",""12"",""0.8229051941"","" 28.000912"",""1989"",""14"",""0"","" 8"",""1.923151"",""7.88"","" 164.401927"","" 13487.9600"",""0.720"",""0.16113394"",""0.546004"",""0.780000"",""1"",""0"",""0"",""0"",""0"",""  24651"",""10.112573"",""0"""
"5016,""4319703"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""S„o Valentim"",""0"",""2012"",""12"",""0.7209113300"","" 48.099266"",""2010"","" 2"",""0"","" 3"",""1.831490"",""3.83"","" 149.855291"","" 12923.0000"",""0.764"",""0.16447045"",""0.540047"",""0.428000"",""1"",""0"",""0"",""0"",""0"",""   4340"","" 8.375630"",""0"""
"5017,""4319711"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""S„o Valentim do Sul"",""0"",""2012"",""12"",""0.6356363991"","" 44.640504"",""1995"",""17"",""0"","" 0"",""1.666921"",""6.12"",""  40.882285"","" 18299.6800"",""0.643"",""0.13807966"",""0.597815"",""0.289000"",""1"",""0"",""0"",""0"",""0"",""   2311"","" 7.745436"",""0"""
"5018,""4319737"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""S„o ValÈrio do Sul"",""0"",""2012"",""12"",""0.6164911412"","" 62.306972"",""2012"","" 0"",""0"","" 2"",""1.916331"",""7.88"","" 127.179485"",""  9213.9100"",""0.754"",""0.27110075"",""0.450158"",""0.196000"",""1"",""0"",""0"",""0"",""0"",""   2509"","" 7.827640"",""0"""
"5019,""4319752"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""S„o Vendelino"",""0"",""2012"",""12"",""0.7489809456"","" 49.170486"",""2013"","" 0"",""1"","" 1"",""1.757732"",""6.80"","" 310.549561"","" 15764.8100"",""0.642"",""0.18488342"",""0.973920"",""0.649000"",""1"",""0"",""0"",""0"",""0"",""   1660"","" 7.414573"",""0"""
"5020,""4319802"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""S„o Vicente do Sul"",""0"",""2012"",""12"",""0.6623682745"","" 31.036081"",""1997"",""15"",""0"","" 1"",""2.509161"",""6.80"","" 197.441433"","" 11176.6300"",""0.549"",""0.18601418"",""0.520446"",""0.663000"",""1"",""0"",""0"",""0"",""0"",""   7957"","" 8.981807"",""0"""
"5021,""4319901"",""4 - Sul"",""43"",""5 - 50001 atÈ 100000"",""Sapiranga"",""0"",""2012"",""12"",""0.7459910373"","" 25.897514"",""1997"",""15"",""0"","" 9"",""1.577443"",""3.83"","" 220.492385"","" 12848.1900"",""0.655"",""0.15327729"",""0.500828"",""0.932000"",""1"",""0"",""0"",""0"",""0"",""  64491"",""11.074281"",""1"""
"5022,""4320008"",""4 - Sul"",""43"",""6 - 100001 atÈ 500000"",""Sapucaia do Sul"",""0"",""2012"",""12"",""0.5557055817"","" 15.511036"",""2003"","" 9"",""0"","" 5"",""1.670264"",""3.83"","" 161.712812"","" 13528.6400"",""0.726"",""0.16562422"",""0.545495"",""0.996000"",""1"",""0"",""0"",""0"",""0"","" 116288"",""11.663825"",""1"""
"5023,""4320107"",""4 - Sul"",""43"",""4 - 20001 atÈ 50000"",""Sarandi"",""0"",""2012"",""12"",""0.7969612799"","" 25.604528"",""1990"",""22"",""0"","" 4"",""1.000000"",""7.88"","" 224.827294"","" 18722.9600"",""0.707"",""0.11750036"",""0.645429"",""0.825000"",""1"",""0"",""0"",""0"",""0"",""  18330"","" 9.816294"",""0"""
"5024,""4320206"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""Seberi"",""0"",""2012"",""12"",""0.7279216858"","" 35.804700"",""1983"",""29"",""0"","" 6"",""1.989774"",""6.12"","" 106.437868"","" 12289.7400"",""0.712"",""0.17522973"",""0.521429"",""0.520000"",""1"",""0"",""0"",""0"",""0"",""  11663"","" 9.364177"",""0"""
"5025,""4320230"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Sede Nova"",""0"",""2012"",""12"",""0.7847660805"","" 44.146573"",""1992"",""20"",""0"","" 3"",""1.787149"",""6.12"","" 130.759640"","" 16231.6300"",""0.659"",""0.16321218"",""0.588400"",""0.495000"",""1"",""0"",""0"",""0"",""0"",""   3458"","" 8.148446"",""0"""
"5026,""4320263"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""Segredo"",""0"",""2012"",""12"",""0.7484386232"","" 35.127486"",""-"","" 0"",""1"","" 4"",""1.819138"",""6.12"",""  95.723272"","" 10597.9500"",""0.777"",""0.19749374"",""0.404740"",""0.262000"",""1"",""0"",""0"",""0"",""0"",""   6781"","" 8.821880"",""0"""
"5027,""4320305"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Selbach"",""0"",""2012"",""12"",""0.7790695853"","" 39.773104"",""1973"",""39"",""0"","" 2"",""1.714734"",""7.88"","" 186.702469"","" 20170.5800"",""0.682"",""0.10889923"",""0.589186"",""0.630000"",""1"",""0"",""0"",""0"",""0"",""   4610"","" 8.435983"",""0"""
"5028,""4320321"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Senador Salgado Filho"",""0"",""2012"",""12"",""0.6476534156"","" 45.666274"",""2006"","" 6"",""0"","" 1"",""1.671739"",""4.02"",""  65.689603"","" 15123.4900"",""0.663"",""0.18094603"",""0.773975"",""0.280000"",""1"",""0"",""0"",""0"",""0"",""   2931"","" 7.983099"",""0"""
"5029,""4320354"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""Sentinela do Sul"",""0"",""2012"",""12"",""0.7178376281"","" 35.655042"",""2011"","" 1"",""0"","" 2"",""1.636653"",""7.88"",""  89.544433"",""  7562.4000"",""0.585"",""0.20122786"",""1.000000"",""0.244000"",""1"",""0"",""0"",""0"",""0"",""   4137"","" 8.327726"",""0"""
"5030,""4320404"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""Serafina CorrÍa"",""0"",""2012"",""12"",""0.8454501393"","" 29.777862"",""1998"",""14"",""0"","" 2"",""1.797310"",""7.88"","" 242.910200"","" 22757.5700"",""0.560"",""0.09917002"",""0.508145"",""0.827000"",""1"",""0"",""0"",""0"",""0"",""  10074"","" 9.217713"",""0"""
"5031,""4320453"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""SÈrio"",""0"",""2012"",""12"",""0.7426232836"","" 43.429478"",""2005"","" 7"",""0"","" 2"",""1.872587"",""7.88"","" 133.001941"","" 10169.3000"",""0.660"",""0.24625225"",""0.337098"",""0.219000"",""1"",""0"",""0"",""0"",""0"",""   3044"","" 8.020928"",""0"""
"5032,""4320503"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""Sert„o"",""0"",""2012"",""12"",""0.8261401284"","" 55.192978"",""1990"",""22"",""0"","" 1"",""1.805545"",""7.88"",""  68.741793"","" 19281.7700"",""0.689"",""0.11742470"",""0.511726"",""0.518000"",""1"",""0"",""0"",""0"",""0"",""   7541"","" 8.928110"",""0"""
"5033,""4320552"",""4 - Sul"",""43"",""2 - 5001 atÈ 10000"",""Sert„o Santana"",""0"",""2012"",""12"",""0.8658719379"","" 30.445261"",""1997"",""15"",""0"","" 0"",""1.960359"",""7.88"",""  99.316696"","" 13439.9800"",""0.761"",""0.15964741"",""0.606837"",""0.204000"",""1"",""0"",""0"",""0"",""0"",""   5189"","" 8.554296"",""0"""
"5034,""4320578"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Sete de Setembro"",""0"",""2012"",""12"",""0.7985583316"","" 54.656868"",""1998"",""14"",""0"","" 4"",""1.876325"",""6.12"","" 139.291527"","" 11401.2200"",""0.760"",""0.23033635"",""0.318401"",""0.231000"",""1"",""0"",""0"",""0"",""0"",""   2496"","" 7.822445"",""0"""
"5035,""4320602"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Severiano de Almeida"",""0"",""2012"",""12"",""0.8305596238"","" 41.395819"",""1991"",""12"",""0"","" 0"",""1.934670"",""4.02"",""  76.687705"","" 13696.0300"",""0.604"",""0.17019220"",""0.521360"",""0.320000"",""1"",""0"",""0"",""0"",""0"",""   4302"","" 8.366835"",""0"""
"5036,""4320651"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""Silveira Martins"",""0"",""2012"",""12"",""0.7329787599"","" 45.359513"",""1999"",""13"",""0"","" 4"",""1.725248"",""7.88"","" 217.108994"","" 10036.2300"",""0.652"",""0.27383262"",""0.524795"",""0.439000"",""1"",""0"",""0"",""0"",""0"",""   2547"","" 7.842671"",""0"""
"5037,""4320677"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""Sinimbu"",""0"",""2012"",""12"",""0.7731695170"","" 28.477432"",""1996"",""16"",""0"","" 1"",""2.359474"",""7.88"",""  83.880542"","" 10876.6600"",""0.754"",""0.19448186"",""0.511486"",""0.140000"",""1"",""0"",""0"",""0"",""0"",""  10096"","" 9.219895"",""0"""
"5038,""4320701"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""Sobradinho"",""0"",""2012"",""12"",""0.7729507288"","" 25.800276"",""1992"",""13"",""0"","" 7"",""1.801075"",""7.88"","" 165.468546"","" 11195.7800"",""0.573"",""0.17542931"",""0.666212"",""0.796000"",""1"",""0"",""0"",""0"",""0"",""  15440"","" 9.644717"",""0"""
"5039,""4320800"",""4 - Sul"",""43"",""4 - 20001 atÈ 50000"",""Soledade"",""0"",""2012"",""12"",""0.6639515841"","" 19.904145"",""1980"",""32"",""0"","" 2"",""2.251521"",""7.88"","" 161.419031"","" 10254.5000"",""0.697"",""0.18365975"",""0.566018"",""0.791000"",""1"",""0"",""0"",""0"",""0"",""  28334"",""10.251818"",""0"""
"5040,""4320859"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""TabaÌ"",""0"",""2012"",""12"",""0.6311669766"","" 44.291709"",""1997"",""15"",""0"","" 1"",""1.915912"",""8.02"","" 118.588434"",""  7236.9900"",""0.695"",""0.31343694"",""0.458803"",""0.296000"",""1"",""0"",""0"",""0"",""0"",""   3026"","" 8.014997"",""0"""
"5041,""4320909"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""Tapejara"",""0"",""2012"",""12"",""0.6295644608"","" 27.049359"",""1998"","" 4"",""0"","" 7"",""1.808752"",""6.12"","" 260.247088"","" 23721.3900"",""0.760"",""0.09711297"",""0.502039"",""0.866000"",""1"",""0"",""0"",""0"",""0"",""  13833"","" 9.534812"",""0"""
"5042,""4321006"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""Tapera"",""0"",""2012"",""12"",""0.7743687412"","" 26.463961"",""1990"",""22"",""0"","" 4"",""1.966226"",""7.88"","" 202.440227"","" 19029.7900"",""0.747"",""0.09527090"",""0.515394"",""0.827000"",""1"",""0"",""0"",""0"",""0"",""  11000"","" 9.305651"",""0"""
"5043,""4321105"",""4 - Sul"",""43"",""3 - 10001 atÈ 20000"",""Tapes"",""0"",""2012"",""12"",""0.7071659438"","" 28.287911"",""2002"",""10"",""0"","" 2"",""1.815927"",""4.02"","" 175.367348"","" 10368.3100"",""0.695"",""0.17052392"",""0.524646"",""0.890000"",""1"",""0"",""0"",""0"",""0"",""  14587"","" 9.587886"",""0"""
"5044,""4321204"",""4 - Sul"",""43"",""5 - 50001 atÈ 100000"",""Taquara"",""0"",""2012"",""12"",""0.7520059705"","" 21.444281"",""2005"","" 7"",""0"",""13"",""1.878116"",""4.02"","" 203.327639"",""  9469.1500"",""0.727"",""0.20734693"",""0.505165"",""0.831000"",""1"",""0"",""0"",""0"",""0"",""  48843"",""10.796366"",""1"""
"5045,""4321303"",""4 - Sul"",""43"",""4 - 20001 atÈ 50000"",""Taquari"",""0"",""2012"",""12"",""0.7577800231"","" 24.215465"",""1995"",""17"",""0"","" 2"",""3.396595"",""4.02"","" 146.386988"","" 13983.2400"",""0.733"",""0.14742103"",""1.000000"",""0.830000"",""1"",""0"",""0"",""0"",""0"",""  23525"",""10.065819"",""0"""
"5046,""4321329"",""4 - Sul"",""43"",""1 - AtÈ 5000"",""TaquaruÁu do Sul"",""0"",""2012"",""12"",""0.8470600382"","" 40.417627"",""1990"",""22"",""0"","" 5"",""1.000000"",""3.83"",""  76.878447"","" 12301.6600"",""0.739"",""0.20355393"",""0.553222"",""0.360000"",""1"",""0"",""0"",""0"",""0"",""   3077"","" 8.031710"",""0"""
